,azimuth_angle_bins,max_elevation_angles (deg),radial_distances (m),heights (m),longitude,latitude
62,6.2,9.221315155884065,1539.9165480937884,250.0,-90.73958333333333,79.4323611111111
63,6.300000000000001,9.227880742842167,1975.8214442945698,321.0,-90.73708333333333,79.43625
64,6.4,9.313738988532888,1945.0921746898034,319.0,-90.73708333333333,79.43597222222222
65,6.5,9.256565546784314,1914.3691190585844,312.0,-90.73708333333333,79.43569444444445
66,6.6000000000000005,9.385346776735773,1603.279824259972,265.0,-90.73875,79.43291666666667
67,6.7,9.458970615413953,1572.5672624840304,262.0,-90.73875,79.43263888888889
68,6.800000000000001,9.354646377506509,1541.8630817450467,254.0,-90.73875,79.4323611111111
69,6.9,9.218400209012065,1947.0807610398792,316.0,-90.73625,79.43597222222222
70,7.0,9.371361699615713,1636.0122640733593,270.0,-90.73791666666666,79.43319444444444
71,7.1000000000000005,9.069153825353757,1885.7059605333923,301.0,-90.73625,79.43541666666667
72,7.2,9.512492717079736,1605.3302964519871,269.0,-90.73791666666666,79.43291666666667
73,7.300000000000001,9.552824786739976,1574.6577281631892,265.0,-90.73791666666666,79.43263888888889
74,7.4,9.065208879918973,1949.216198900485,311.0,-90.73541666666667,79.43597222222222
75,7.5,9.378084035589422,1543.9951193821407,255.0,-90.73791666666666,79.4323611111111
76,7.6000000000000005,9.461194060705315,1638.1989110295096,273.0,-90.73708333333333,79.43319444444444
77,7.7,8.866908612331814,2012.7668665835827,314.0,-90.73458333333333,79.43652777777778
78,7.800000000000001,9.46487289552052,1607.5586784333743,268.0,-90.73708333333333,79.43291666666667
79,7.9,9.433275600258312,1576.9294545932892,262.0,-90.73708333333333,79.43263888888889
80,8.0,8.789293491167179,1920.8774099713914,297.0,-90.73458333333333,79.43569444444445
81,8.1,9.177615828626688,1671.1668765331706,270.0,-90.73625,79.43347222222222
82,8.200000000000001,9.379845445455729,1640.5595368868505,271.0,-90.73625,79.43319444444444
83,8.3,8.70919785522372,1984.518162188633,304.0,-90.73375,79.43625
84,8.4,9.277756166175847,1609.9642314593773,263.0,-90.73625,79.43291666666667
85,8.5,9.100850467447112,1579.3816596174638,253.0,-90.73625,79.43263888888889
86,8.6,9.19756940163678,1673.654393614779,271.0,-90.73541666666667,79.43347222222222
87,8.700000000000001,8.844472902049953,1548.8125756681566,241.0,-90.73625,79.4323611111111
88,8.8,9.161835099372057,1643.09339178113,265.0,-90.73541666666667,79.43319444444444
89,8.9,8.607939087161169,1737.3782203777503,263.0,-90.73458333333333,79.43402777777777
90,9.0,9.020718855077318,1612.546162633183,256.0,-90.73541666666667,79.43291666666667
91,9.1,8.767859562970962,1582.0135039816932,244.0,-90.73541666666667,79.43263888888889
92,9.200000000000001,9.116609118927283,1676.3113396331746,269.0,-90.73458333333333,79.43347222222222
93,9.3,8.576829066192433,1551.4962760484634,234.0,-90.73541666666667,79.4323611111111
94,9.4,8.977276346066112,1645.7996756080408,260.0,-90.73458333333333,79.43319444444444
95,9.5,8.342456531636198,1834.4109104542397,269.0,-90.73291666666667,79.4348611111111
96,9.600000000000001,8.843784931060478,1709.6128995703664,266.0,-90.73375,79.43375
97,9.700000000000001,8.213610601168465,1898.2339820307204,274.0,-90.73208333333334,79.43541666666667
98,9.8,8.801861857803894,1679.136910311895,260.0,-90.73375,79.43347222222222
99,9.9,8.272679215139815,1554.362046856833,226.0,-90.73458333333333,79.4323611111111
100,10.0,8.58848077001602,1648.6775392479092,249.0,-90.73375,79.43319444444444
101,10.100000000000001,7.919875026498897,1523.918537251879,212.0,-90.73458333333333,79.43208333333334
102,10.200000000000001,8.632728734634409,1712.5529774692222,260.0,-90.73291666666667,79.43375
103,10.3,6.684234076790066,5768.211132877684,676.0,-90.69708333333334,79.46958333333333
104,10.4,8.520120875588905,1682.1302559056119,252.0,-90.73291666666667,79.43347222222222
105,10.5,8.341117428016174,1746.043350958637,256.0,-90.73208333333334,79.43402777777777
106,10.600000000000001,7.89608948010659,1557.4088830162657,216.0,-90.73375,79.4323611111111
107,10.700000000000001,8.257900499140664,1715.6571665027645,249.0,-90.73208333333334,79.43375
108,10.8,8.03933928286517,1621.3415109686266,229.0,-90.73291666666667,79.43291666666667
109,10.9,8.138238910857595,1685.2904824292682,241.0,-90.73208333333334,79.43347222222222
110,11.0,7.872919556485786,1590.9776539434677,220.0,-90.73291666666667,79.43263888888889
111,11.100000000000001,7.908706917732111,1749.2540049497547,243.0,-90.73125,79.43402777777777
112,11.200000000000001,7.633011534178812,1813.2305386226808,243.0,-90.73041666666667,79.43458333333334
113,11.3,7.8502697686812954,1718.9245775711586,237.0,-90.73125,79.43375
114,11.4,7.729669388528686,1782.9168181452626,242.0,-90.73041666666667,79.43430555555555
115,11.5,7.722992931265335,1688.616652935937,229.0,-90.73125,79.43347222222222
116,11.600000000000001,7.508439174819724,1752.6243585865573,231.0,-90.73041666666667,79.43402777777777
117,11.700000000000001,7.522974776328678,1658.3314100086661,219.0,-90.73125,79.43319444444444
118,11.8,7.508101310129988,1722.3542817482037,227.0,-90.73041666666667,79.43375
119,11.9,7.280589087075129,1628.070114561875,208.0,-90.73125,79.43291666666667
120,12.0,7.210321597430575,1786.3861080336765,226.0,-90.72958333333334,79.43430555555555
121,12.100000000000001,7.341171953831922,1692.1077888393372,218.0,-90.73041666666667,79.43347222222222
122,12.200000000000001,7.14046137837817,1756.1534923979225,220.0,-90.72958333333334,79.43402777777777
123,12.3,7.167927780471745,1661.8861675516514,209.0,-90.73041666666667,79.43319444444444
124,12.4,7.068032169578158,1725.9453115341892,214.0,-90.72958333333334,79.43375
125,12.5,6.953418236161153,1631.6907998783659,199.0,-90.73041666666667,79.43291666666667
126,12.600000000000001,7.026177822200287,1695.7628712768865,209.0,-90.72958333333334,79.43347222222222
127,12.700000000000001,6.7727682336642,1759.8404511444194,209.0,-90.72875,79.43402777777777
128,12.8,6.836327033045669,1601.5231707862151,192.0,-90.73041666666667,79.43263888888889
129,12.9,6.813170371890473,1665.607570963219,199.0,-90.72958333333334,79.43319444444444
130,13.0,6.61149157528416,5254.203214222853,609.0,-90.68958333333333,79.46458333333334
131,13.100000000000001,6.695685581245003,1635.4809118293554,192.0,-90.72958333333334,79.43291666666667
132,13.200000000000001,6.64496494684994,1699.580842509118,198.0,-90.72875,79.43347222222222
133,13.3,6.579455867368968,5227.994316753222,603.0,-90.68875,79.46430555555555
134,13.4,6.584565471117442,5197.911949159941,600.0,-90.68875,79.46402777777777
135,13.5,6.542097088880864,5231.952448767975,600.0,-90.68791666666667,79.46430555555555
136,13.600000000000001,6.568700451778845,5201.892970965945,599.0,-90.68791666666667,79.46402777777777
137,13.700000000000001,6.552792931838406,5205.926690765287,598.0,-90.68708333333333,79.46402777777777
138,13.8,6.557698961729456,5175.900803967209,595.0,-90.68708333333333,79.46375
139,13.9,6.529679989415705,5145.885533417234,589.0,-90.68708333333333,79.46347222222222
140,14.0,6.541624005295911,5180.010785588984,594.0,-90.68625,79.46375
141,14.100000000000001,6.5684067863617335,5150.019468831411,593.0,-90.68625,79.46347222222222
142,14.200000000000001,6.551310872538937,5120.0392271467335,588.0,-90.68625,79.46319444444444
143,14.3,6.552146303604057,5154.206390291784,592.0,-90.68541666666667,79.46347222222222
144,14.4,6.568044355832879,5124.250644914183,590.0,-90.68541666666667,79.46319444444444
145,14.5,6.507494006140674,5128.515188079081,585.0,-90.68458333333334,79.46319444444444
146,14.600000000000001,6.534258529438806,5098.59603814683,584.0,-90.68458333333334,79.46291666666667
147,14.700000000000001,6.505533061843739,5068.688928479827,578.0,-90.68458333333334,79.46263888888889
148,14.8,6.44006723337805,5102.93888859481,576.0,-90.68375,79.46291666666667
149,14.9,6.4553775114615135,5073.057381325452,574.0,-90.68375,79.46263888888889
150,15.0,6.414762460516584,5043.188421560557,567.0,-90.68375,79.46236111111111
151,15.100000000000001,6.394087456312231,5077.479228201691,569.0,-90.68291666666667,79.46263888888889
152,15.200000000000001,6.4091567837397045,5047.636434407836,567.0,-90.68291666666667,79.46236111111111
153,15.3,6.390559009724979,5017.806712376727,562.0,-90.68291666666667,79.46208333333334
154,15.4,6.360375035808825,4987.9902966248255,556.0,-90.68291666666667,79.46180555555556
155,15.5,6.373577353249415,5022.334984789864,561.0,-90.68208333333334,79.46208333333334
156,15.600000000000001,6.388623951560588,4992.545612800617,559.0,-90.68208333333334,79.46180555555556
157,15.700000000000001,6.369625770920381,4962.770099450461,554.0,-90.68208333333334,79.46152777777777
158,15.8,6.409295300815744,4967.406962867357,558.0,-90.68125,79.46152777777777
159,15.9,6.378812300857174,4937.673507484812,552.0,-90.68125,79.46125
160,16.0,6.417116194352299,4907.954743671837,552.0,-90.68125,79.46097222222222
161,16.1,6.464354514798753,4942.392631037443,560.0,-90.68041666666667,79.46125
162,16.2,6.503088567702344,4912.702415040701,560.0,-90.68041666666667,79.46097222222222
163,16.3,6.481039088162877,4947.165910925384,562.0,-90.67958333333333,79.46125
164,16.400000000000002,6.508294379844253,4917.504514449956,561.0,-90.67958333333333,79.46097222222222
165,16.5,6.431703464915331,4887.8587455759825,551.0,-90.67958333333333,79.46069444444444
166,16.6,6.5019283509177495,4922.360882604623,561.0,-90.67875,79.46097222222222
167,16.7,6.402206184168195,4892.744539178811,549.0,-90.67875,79.46069444444444
